지역,대학명,전형유형,모집단위,2025 입시결과 경쟁,2025 입시결과 70%,2024 입시결과 경쟁,2024 입시결과 70%
서울,동덕여자대학교,논술,컴퓨터학전공,,,,
서울,동덕여자대학교,논술,정보통계학전공,,,,
서울,동덕여자대학교,실기/실적,체육학전공,,,,
서울,동덕여자대학교,실기/실적,회화전공,,,,
서울,동덕여자대학교,실기/실적,디지털공예전공,,,,
서울,동덕여자대학교,실기/실적,피아노전공,,,,
서울,동덕여자대학교,실기/실적,관현악전공,,,,
서울,동덕여자대학교,실기/실적,성악전공,,,,
서울,동덕여자대학교,실기/실적,패션디자인전공,,,,
서울,동덕여자대학교,실기/실적,시각&실내디자인전공,,,,
서울,동덕여자대학교,실기/실적,미디어디자인전공,,,,
서울,동덕여자대학교,실기/실적,패션디자인전공(야),,,,
서울,동덕여자대학교,실기/실적,방송연예전공,,,,
서울,동덕여자대학교,실기/실적,실용음악전공(보컬),,,,
서울,동덕여자대학교,실기/실적,실용음악전공((보컬)제외),,,,
서울,동덕여자대학교,실기/실적,무용전공,,,,
서울,동덕여자대학교,실기/실적,모델전공,,,,
서울,동덕여자대학교,실기/실적,방송연예전공(야),,,,
서울,동덕여자대학교,실기/실적,방송연예전공,,,,
서울,동덕여자대학교,실기/실적,실용음악전공,,,,
서울,동덕여자대학교,실기/실적,모델전공,,,,
서울,숙명여자대학교,학생부종합,한국어문학부,13.08,2.94,20.09,3.27
서울,숙명여자대학교,학생부종합,역사문화학과,14.17,2.54,17.2,2.97
서울,숙명여자대학교,학생부종합,프랑스언어문화학과,12.5,4.34,15.3,4.45
서울,숙명여자대학교,학생부종합,중어중문학부,13.43,4.48,14.21,4.61
서울,숙명여자대학교,학생부종합,독일언어문화학과,10.44,3.81,12.33,4.59
서울,숙명여자대학교,학생부종합,일본학과,11.25,4.57,12.53,4.41
서울,숙명여자대학교,학생부종합,문헌정보학과,12.0,2.55,13.4,2.55
서울,숙명여자대학교,학생부종합,문화관광학전공,16.75,4.61,14.71,4.03
서울,숙명여자대학교,학생부종합,르꼬르동블루외식경영전공,15.63,3.86,15.86,3.19
서울,숙명여자대학교,학생부종합,교육학부,17.22,2.76,30.56,2.61
서울,숙명여자대학교,학생부종합,가족자원경영학과,14.6,4.4,13.0,3.45
서울,숙명여자대학교,학생부종합,아동복지학부,17.5,4.03,18.57,3.17
서울,숙명여자대학교,학생부종합,정치외교학과,12.0,2.68,20.88,2.38
서울,숙명여자대학교,학생부종합,행정학과,13.6,2.56,21.5,2.94
서울,숙명여자대학교,학생부종합,홍보광고학과,15.22,3.13,20.56,2.97
서울,숙명여자대학교,학생부종합,소비자경제학과,16.33,3.94,23.0,2.71
서울,숙명여자대학교,학생부종합,사회심리학과,19.83,2.31,29.0,2.29
서울,숙명여자대학교,학생부종합,법학부,13.75,3.03,16.33,3.15
서울,숙명여자대학교,학생부종합,경제학부,9.17,2.87,12.42,2.69
서울,숙명여자대학교,학생부종합,경영학부,13.0,2.57,22.67,2.73
서울,숙명여자대학교,학생부종합,글로벌협력전공,18.17,4.29,22.5,3.61
서울,숙명여자대학교,학생부종합,앙트러프러너십전공,15.78,4.45,13.0,4.43
서울,숙명여자대학교,학생부종합,영어영문학전공,10.09,3.38,15.75,3.07
서울,숙명여자대학교,학생부종합,테슬(TESL)전공,12.8,2.97,11.2,4.56
서울,숙명여자대학교,학생부종합,미디어학부,22.5,2.27,27.86,2.8
서울,숙명여자대학교,학생부종합,화학과,,,,
서울,숙명여자대학교,학생부종합,생명시스템학부,,,,
서울,숙명여자대학교,학생부종합,수학과,,,,
서울,숙명여자대학교,학생부종합,통계학과,,,,
서울,숙명여자대학교,학생부종합,화공생명공학부,,,,
서울,숙명여자대학교,학생부종합,지능형전자시스템학부,,,,
서울,숙명여자대학교,학생부종합,신소재물리학부,,,,
서울,숙명여자대학교,학생부종합,기계시스템학부,,,,
서울,숙명여자대학교,학생부종합,의류학과,,,,
서울,숙명여자대학교,학생부종합,식품영양학과,,,,
서울,숙명여자대학교,학생부종합,약학부,33.5,2.1,25.82,2.15
서울,숙명여자대학교,학생부종합,인공지능학부,8.17,2.66,,
서울,숙명여자대학교,학생부종합,컴퓨터과학전공,6.73,2.85,,
서울,숙명여자대학교,학생부종합,데이터사이언스전공,7.18,2.66,,
서울,숙명여자대학교,학생부종합,한국어문학부,,,,
서울,숙명여자대학교,학생부종합,역사문화학과,,,,
서울,숙명여자대학교,학생부종합,프랑스언어문화학과,,,,
서울,숙명여자대학교,학생부종합,중어중문학부,,,,
서울,숙명여자대학교,학생부종합,독일언어문화학과,,,,
서울,숙명여자대학교,학생부종합,일본학과,,,,
서울,숙명여자대학교,학생부종합,문헌정보학과,,,,
서울,숙명여자대학교,학생부종합,문화관광학전공,,,,
서울,숙명여자대학교,학생부종합,르꼬르동블루외식경영전공,,,,
서울,숙명여자대학교,학생부종합,교육학부,,,,
서울,숙명여자대학교,학생부종합,가족자원경영학과,,,,
서울,숙명여자대학교,학생부종합,아동복지학부,,,,
서울,숙명여자대학교,학생부종합,정치외교학과,,,,
서울,숙명여자대학교,학생부종합,행정학과,,,,
서울,숙명여자대학교,학생부종합,홍보광고학과,,,,
서울,숙명여자대학교,학생부종합,소비자경제학과,,,,
서울,숙명여자대학교,학생부종합,사회심리학과,,,,
서울,숙명여자대학교,학생부종합,법학부,,,,
서울,숙명여자대학교,학생부종합,경제학부,,,,
서울,숙명여자대학교,학생부종합,경영학부,,,,
서울,숙명여자대학교,학생부종합,글로벌협력전공,,,,
서울,숙명여자대학교,학생부종합,앙트러프러너십전공,,,,
서울,숙명여자대학교,학생부종합,영어영문학전공,,,,
서울,숙명여자대학교,학생부종합,테슬(TESL)전공,,,,
서울,숙명여자대학교,학생부종합,미디어학부,,,,
서울,숙명여자대학교,학생부종합,화학과,,,,
서울,숙명여자대학교,학생부종합,생명시스템학부,,,,
서울,숙명여자대학교,학생부종합,수학과,,,,
서울,숙명여자대학교,학생부종합,통계학과,,,,
서울,숙명여자대학교,학생부종합,화공생명공학부,,,,
서울,숙명여자대학교,학생부종합,인공지능공학부,,,,
서울,숙명여자대학교,학생부종합,지능형전자시스템학부,,,,
서울,숙명여자대학교,학생부종합,신소재물리학부,,,,
서울,숙명여자대학교,학생부종합,컴퓨터과학전공,,,,
서울,숙명여자대학교,학생부종합,데이터사이언스전공,,,,
서울,숙명여자대학교,학생부종합,기계시스템학부,,,,
서울,숙명여자대학교,학생부종합,의류학과,,,,
서울,숙명여자대학교,학생부종합,식품영양학과,,,,
서울,숙명여자대학교,학생부교과,한국어문학부,4.25,2.03,5.38,2.18
서울,숙명여자대학교,학생부교과,역사문화학과,4.6,1.94,5.6,2.18
서울,숙명여자대학교,학생부교과,프랑스언어문화학과,5.0,,5.33,
서울,숙명여자대학교,학생부교과,중어중문학부,6.89,2.19,5.88,2.26
서울,숙명여자대학교,학생부교과,독일언어문화학과,7.5,2.15,9.5,
서울,숙명여자대학교,학생부교과,일본학과,6.25,2.03,5.75,2.17
서울,숙명여자대학교,학생부교과,문헌정보학과,5.0,2.27,10.67,
서울,숙명여자대학교,학생부교과,문화관광학전공,4.67,2.22,15.0,2.03
서울,숙명여자대학교,학생부교과,르꼬르동블루외식경영전공,3.0,,7.17,2.12
서울,숙명여자대학교,학생부교과,교육학부,4.0,2.27,8.67,1.77
서울,숙명여자대학교,학생부교과,가족자원경영학과,4.67,2.27,5.33,
서울,숙명여자대학교,학생부교과,아동복지학부,5.29,2.14,11.0,2.13
서울,숙명여자대학교,학생부교과,정치외교학과,3.8,1.95,14.4,2.0
서울,숙명여자대학교,학생부교과,행정학과,4.4,2.29,5.4,
서울,숙명여자대학교,학생부교과,홍보광고학과,3.6,1.91,7.8,1.97
서울,숙명여자대학교,학생부교과,소비자경제학과,5.67,1.89,7.0,
서울,숙명여자대학교,학생부교과,사회심리학과,5.0,1.83,5.0,
서울,숙명여자대학교,학생부교과,법학부,3.27,2.32,5.2,2.0
서울,숙명여자대학교,학생부교과,경제학부,4.13,2.03,5.79,2.16
서울,숙명여자대학교,학생부교과,경영학부,3.59,2.69,8.0,1.91
서울,숙명여자대학교,학생부교과,영어영문학전공,3.71,2.22,10.14,1.97
서울,숙명여자대학교,학생부교과,테슬(TESL)전공,5.0,2.12,6.0,
서울,숙명여자대학교,학생부교과,미디어학부,2.67,2.07,9.5,1.88
서울,숙명여자대학교,학생부교과,화학과,3.8,1.68,6.2,1.9
서울,숙명여자대학교,학생부교과,생명시스템학부,4.0,1.65,9.17,1.78
서울,숙명여자대학교,학생부교과,수학과,3.75,,6.25,2.06
서울,숙명여자대학교,학생부교과,통계학과,6.17,1.96,5.17,2.23
서울,숙명여자대학교,학생부교과,화공생명공학부,4.13,1.6,7.5,1.77
서울,숙명여자대학교,학생부교과,인공지능공학부,4.9,2.39,9.5,2.06
서울,숙명여자대학교,학생부교과,지능형전자시스템학부,6.0,2.21,5.57,2.19
서울,숙명여자대학교,학생부교과,신소재물리학부,6.0,1.87,6.8,2.18
서울,숙명여자대학교,학생부교과,컴퓨터과학전공,4.22,2.18,6.11,2.0
서울,숙명여자대학교,학생부교과,데이터사이언스전공,6.8,2.07,6.8,2.18
서울,숙명여자대학교,학생부교과,기계시스템학부,10.83,2.28,5.83,2.56
서울,숙명여자대학교,학생부교과,의류학과,6.0,2.35,9.67,2.18
서울,숙명여자대학교,학생부교과,식품영양학과,6.71,1.84,6.57,2.1
서울,숙명여자대학교,학생부교과,약학부,6.4,1.13,12.2,1.16
서울,숙명여자대학교,논술,한국어문학부,,,,
서울,숙명여자대학교,논술,역사문화학과,,,,
서울,숙명여자대학교,논술,프랑스언어문화학과,,,,
서울,숙명여자대학교,논술,중어중문학부,,,,
서울,숙명여자대학교,논술,독일언어문화학과,,,,
서울,숙명여자대학교,논술,일본학과,,,,
서울,숙명여자대학교,논술,문헌정보학과,,,,
서울,숙명여자대학교,논술,문화관광학전공,,,,
서울,숙명여자대학교,논술,르꼬르동블루외식경영전공,,,,
서울,숙명여자대학교,논술,교육학부,,,,
서울,숙명여자대학교,논술,가족자원경영학과,,,,
서울,숙명여자대학교,논술,아동복지학부,,,,
서울,숙명여자대학교,논술,정치외교학과,,,,
서울,숙명여자대학교,논술,행정학과,,,,
서울,숙명여자대학교,논술,홍보광고학과,,,,
서울,숙명여자대학교,논술,소비자경제학과,,,,
서울,숙명여자대학교,논술,사회심리학과,,,,
서울,숙명여자대학교,논술,법학부,,,,
서울,숙명여자대학교,논술,경제학부,,,,
서울,숙명여자대학교,논술,경영학부,,,,
서울,숙명여자대학교,논술,영어영문학전공,,,,
서울,숙명여자대학교,논술,미디어학부,,,,
서울,숙명여자대학교,논술,화학과,,,,
서울,숙명여자대학교,논술,생명시스템학부,,,,
서울,숙명여자대학교,논술,수학과,,,,
서울,숙명여자대학교,논술,통계학과,,,,
서울,숙명여자대학교,논술,화공생명공학부,,,,
서울,숙명여자대학교,논술,인공지능공학부,,,,
서울,숙명여자대학교,논술,지능형전자시스템학부,,,,
서울,숙명여자대학교,논술,신소재물리학부,,,,
서울,숙명여자대학교,논술,컴퓨터과학전공,,,,
서울,숙명여자대학교,논술,데이터사이언스전공,,,,
서울,숙명여자대학교,논술,기계시스템학부,,,,
서울,숙명여자대학교,논술,의류학과,,,,
서울,숙명여자대학교,논술,식품영양학과,,,,
서울,숙명여자대학교,논술,약학부,,,,
서울,숙명여자대학교,실기/실적,체육교육과,,,,
서울,숙명여자대학교,실기/실적,한국무용,,,,
서울,숙명여자대학교,실기/실적,발레,,,,
서울,숙명여자대학교,실기/실적,현대무용,,,,
서울,숙명여자대학교,실기/실적,관현악과(바이올린),,,,
서울,숙명여자대학교,실기/실적,관현악과(콘트라베이스),,,,
서울,숙명여자대학교,실기/실적,관현악과(오보에),,,,
서울,숙명여자대학교,실기/실적,관현악과(클라리넷),,,,
서울,숙명여자대학교,실기/실적,관현악과(바순),,,,
서울,숙명여자대학교,실기/실적,관현악과(색소폰),,,,
서울,숙명여자대학교,실기/실적,관현악과(호른),,,,
서울,숙명여자대학교,실기/실적,관현악과(트럼펫),,,,
서울,숙명여자대학교,실기/실적,관현악과(트롬본),,,,
서울,숙명여자대학교,실기/실적,관현악과(베이스트롬본),,,,
서울,숙명여자대학교,실기/실적,관현악과(타악기),,,,
서울,숙명여자대학교,실기/실적,작곡과,,,,
서울,숙명여자대학교,실기/실적,시각영상디자인과,,,,
서울,숙명여자대학교,실기/실적,산업디자인과,,,,
서울,숙명여자대학교,실기/실적,환경디자인과,,,,
서울,숙명여자대학교,실기/실적,공예과,,,,
서울,숙명여자대학교,실기/실적,한국화,,,,
서울,숙명여자대학교,실기/실적,서양화,,,,
서울,숙명여자대학교,학생부종합,한국어문학부,5.5,2.35,,
서울,숙명여자대학교,학생부종합,역사문화학과,5.5,2.09,,
서울,숙명여자대학교,학생부종합,프랑스언어문화학과,5.0,2.42,,
서울,숙명여자대학교,학생부종합,중어중문학부,7.0,2.94,,
서울,숙명여자대학교,학생부종합,독일언어문화학과,5.0,3.36,,
서울,숙명여자대학교,학생부종합,일본학과,5.5,3.73,,
서울,숙명여자대학교,학생부종합,문헌정보학과,4.5,,,
서울,숙명여자대학교,학생부종합,문화관광학전공,5.0,2.84,,
서울,숙명여자대학교,학생부종합,교육학부,8.0,2.09,,
서울,숙명여자대학교,학생부종합,가족자원경영학과,5.0,2.56,,
서울,숙명여자대학교,학생부종합,아동복지학부,6.5,2.23,,
서울,숙명여자대학교,학생부종합,정치외교학과,7.0,2.53,,
서울,숙명여자대학교,학생부종합,행정학과,6.5,2.06,,
서울,숙명여자대학교,학생부종합,홍보광고학과,8.0,1.97,,
서울,숙명여자대학교,학생부종합,소비자경제학과,7.0,2.96,,
서울,숙명여자대학교,학생부종합,사회심리학과,8.5,2.14,,
서울,숙명여자대학교,학생부종합,법학부,6.0,2.67,,
서울,숙명여자대학교,학생부종합,경제학부,5.5,3.03,,
서울,숙명여자대학교,학생부종합,경영학부,6.0,2.2,,
서울,숙명여자대학교,학생부종합,영어영문학전공,5.33,2.85,,
서울,숙명여자대학교,학생부종합,화학과,7.5,2.42,,
서울,숙명여자대학교,학생부종합,생명시스템학부,11.67,2.23,,
서울,숙명여자대학교,학생부종합,수학과,4.0,2.36,,
서울,숙명여자대학교,학생부종합,통계학과,4.33,2.69,,
서울,숙명여자대학교,학생부종합,인공지능공학부,5.5,2.34,,
서울,숙명여자대학교,학생부종합,컴퓨터과학전공,5.0,2.26,,
서울,숙명여자대학교,학생부종합,의류학과,6.0,2.8,,
서울,숙명여자대학교,학생부종합,식품영양학과,9.0,3.16,,
서울,숙명여자대학교,학생부종합,전계열,,,,
경기,단국대학교(죽전),학생부종합,인문계열광역,,,,
경기,단국대학교(죽전),학생부종합,사회계열광역,,,,
경기,단국대학교(죽전),학생부종합,법학과,9.14,2.62,13.15,2.85
경기,단국대학교(죽전),학생부종합,정치외교학과,11.0,2.53,20.6,2.79
경기,단국대학교(죽전),학생부종합,행정학과,14.8,2.75,19.22,3.0
경기,단국대학교(죽전),학생부종합,도시계획·부동산학부,12.17,2.94,12.67,3.11
경기,단국대학교(죽전),학생부종합,미디어커뮤니케이션학부,25.0,2.6,33.1,2.74
경기,단국대학교(죽전),학생부종합,상담학과,18.0,3,21.2,3.08
경기,단국대학교(죽전),학생부종합,경제학과,11.0,2.73,16.67,2.87
경기,단국대학교(죽전),학생부종합,무역학과,12.57,3,33.25,3.17
경기,단국대학교(죽전),학생부종합,경영학부,10.65,2.76,15.29,2.79
경기,단국대학교(죽전),학생부종합,전자전기공학과,13.07,3.01,11.48,3.24
경기,단국대학교(죽전),학생부종합,융합반도체공학과,12.4,2.91,8.93,3.54
경기,단국대학교(죽전),학생부종합,고분자공학전공,11.46,2.93,7.26,3.26
경기,단국대학교(죽전),학생부종합,융합소재공학전공,7.86,2.93,6.3,2.81
경기,단국대학교(죽전),학생부종합,인프라건설공학과,8.33,3.37,7.87,3.26
경기,단국대학교(죽전),학생부종합,기계공학과,14.63,3.14,10.14,3.21
경기,단국대학교(죽전),학생부종합,화학공학과,15.8,3.16,9.46,3.23
경기,단국대학교(죽전),학생부종합,건축공학전공,11.67,3.26,12.24,3.49
경기,단국대학교(죽전),학생부종합,국제경영학과,,,12.2,5.25
경기,단국대학교(죽전),학생부종합,모바일시스템공학과,,,7.14,3.48
경기,단국대학교(죽전),학생부종합,건축학전공(5년제),17.44,2.96,14.38,3.36
경기,단국대학교(죽전),학생부종합,한문교육과,9.2,3.07,7.75,3.75
경기,단국대학교(죽전),학생부종합,특수교육과,10.29,2.8,10.5,2.72
경기,단국대학교(죽전),학생부종합,수학교육과,7.5,2.39,7.44,2.5
경기,단국대학교(죽전),학생부종합,과학교육과(물리/생물),11.8,2.2,16.88,2.66
경기,단국대학교(죽전),학생부종합,국어국문학과,9.0,2.78,,
경기,단국대학교(죽전),학생부종합,사학과,10.67,3.68,,
경기,단국대학교(죽전),학생부종합,철학과,16.0,2.95,,
경기,단국대학교(죽전),학생부종합,영미인문학과,17.0,2.87,,
경기,단국대학교(죽전),학생부종합,법학과,17.0,2.95,,
경기,단국대학교(죽전),학생부종합,정치외교학과,16.0,3.02,,
경기,단국대학교(죽전),학생부종합,행정학과,13.33,3.42,,
경기,단국대학교(죽전),학생부종합,도시계획·부동산학부,18.33,3.25,,
경기,단국대학교(죽전),학생부종합,미디어커뮤니케이션학부,36.67,2.69,,
경기,단국대학교(죽전),학생부종합,상담학과,24.5,3,,
경기,단국대학교(죽전),학생부종합,경제학과,12.75,2.99,,
경기,단국대학교(죽전),학생부종합,무역학과,14.75,3.05,,
경기,단국대학교(죽전),학생부종합,경영학부,19.0,2.97,,
경기,단국대학교(죽전),학생부종합,전자전기공학과,16.33,3.38,,
경기,단국대학교(죽전),학생부종합,융합반도체공학과,13.8,3.3,,
경기,단국대학교(죽전),학생부종합,고분자공학전공,16.6,2.95,,
경기,단국대학교(죽전),학생부종합,융합소재공학전공,14.0,3.02,,
경기,단국대학교(죽전),학생부종합,인프라건설공학과,14.0,3.27,,
경기,단국대학교(죽전),학생부종합,기계공학과,18.75,3.1,,
경기,단국대학교(죽전),학생부종합,화학공학과,24.43,2.82,,
경기,단국대학교(죽전),학생부종합,건축공학전공,14.2,3.38,,
경기,단국대학교(죽전),학생부종합,국제경영학과,,,,
경기,단국대학교(죽전),학생부종합,모바일시스템공학과,9.71,3.25,,
경기,단국대학교(죽전),학생부종합,건축학전공(5년제),26.75,3.28,,
경기,단국대학교(죽전),학생부종합,한문교육과,13.33,3.59,,
경기,단국대학교(죽전),학생부종합,특수교육과,17.0,3.08,,
경기,단국대학교(죽전),학생부종합,수학교육과,10.67,2.59,,
경기,단국대학교(죽전),학생부종합,과학교육과,17.33,2.64,,
경기,단국대학교(죽전),학생부종합,SW융합계열광역,,,,
경기,단국대학교(죽전),학생부종합,경영학부,14.5,3.3,8.5,3.97
경기,단국대학교(죽전),학생부종합,전자전기공학과,6.5,4,3.5,4.43
경기,단국대학교(죽전),학생부종합,융합반도체공학과,6.33,3.4,5.0,
경기,단국대학교(죽전),학생부종합,인문계열광역,,,,
경기,단국대학교(죽전),학생부종합,사회계열광역,,,,
경기,단국대학교(죽전),학생부종합,전자전기공학과,6.5,3.84,8.0,
경기,단국대학교(죽전),학생부종합,융합반도체공학과,6.0,4.07,5.0,
경기,단국대학교(죽전),학생부종합,고분자공학전공,8.0,3.93,4.67,
경기,단국대학교(죽전),학생부종합,융합소재공학전공,12.0,3.62,4.5,
경기,단국대학교(죽전),학생부종합,인프라건설공학과,7.0,3.9,5.0,
경기,단국대학교(죽전),학생부종합,기계공학과,9.0,4.16,5.0,3.48
경기,단국대학교(죽전),학생부종합,화학공학과,6.5,3.21,5.75,3.22
경기,단국대학교(죽전),학생부종합,건축공학전공,8.0,4.56,6.5,
경기,단국대학교(죽전),학생부종합,소프트웨어학과,8.5,3.24,6.5,3.15
경기,단국대학교(죽전),학생부종합,컴퓨터공학과,8.67,1.93,6.67,
경기,단국대학교(죽전),학생부종합,통계데이터사이언스학과,8.5,3.22,5.0,
경기,단국대학교(죽전),학생부종합,사이버보안학과,7.0,5.35,7.0,
경기,단국대학교(죽전),학생부종합,인공지능학과,,,,
경기,단국대학교(죽전),학생부종합,모바일시스템공학과,10.0,4.6,,
경기,단국대학교(죽전),학생부종합,건축학전공(5년제),13.0,3.63,7.0,
경기,단국대학교(죽전),학생부종합,국어국문학과,14.0,2.89,11.0,
경기,단국대학교(죽전),학생부종합,사학과,22.0,3.04,12.5,
경기,단국대학교(죽전),학생부종합,철학과,13.0,3.66,11.0,
경기,단국대학교(죽전),학생부종합,영미인문학과,15.0,2.71,11.0,
경기,단국대학교(죽전),학생부종합,법학과,13.33,2.98,14.67,
경기,단국대학교(죽전),학생부종합,정치외교학과,15.0,2.52,10.0,
경기,단국대학교(죽전),학생부종합,행정학과,11.0,3.25,15.0,
경기,단국대학교(죽전),학생부종합,도시계획·부동산학부,14.5,1.69,12.5,
경기,단국대학교(죽전),학생부종합,미디어커뮤니케이션학부,28.33,2.71,17.67,
경기,단국대학교(죽전),학생부종합,상담학과,25.0,2.66,13.0,
경기,단국대학교(죽전),학생부종합,경제학과,19.0,3.81,17.0,
경기,단국대학교(죽전),학생부종합,무역학과,26.0,3.71,19.0,
경기,단국대학교(죽전),학생부종합,경영학부,18.6,3.09,17.6,2.88
경기,단국대학교(죽전),학생부종합,전자전기공학과,21.0,2.97,12.75,2.86
경기,단국대학교(죽전),학생부종합,융합반도체공학과,14.33,3.79,9.67,
경기,단국대학교(죽전),학생부종합,고분자공학전공,14.0,2.89,10.5,
경기,단국대학교(죽전),학생부종합,융합소재공학전공,14.0,3.37,10.5,
경기,단국대학교(죽전),학생부종합,인프라건설공학과,19.0,3.46,12.67,
경기,단국대학교(죽전),학생부종합,기계공학과,23.0,3.32,33.0,
경기,단국대학교(죽전),학생부종합,화학공학과,24.0,2.58,14.5,
경기,단국대학교(죽전),학생부종합,건축공학전공,16.0,4,14.0,
경기,단국대학교(죽전),학생부종합,소프트웨어학과,18.33,3.11,15.33,
경기,단국대학교(죽전),학생부종합,컴퓨터공학과,24.5,2.57,14.5,
경기,단국대학교(죽전),학생부종합,통계데이터사이언스학과,20.0,2.92,14.0,
경기,단국대학교(죽전),학생부종합,사이버보안학과,17.0,3.44,22.0,
경기,단국대학교(죽전),학생부종합,인공지능학과,,,,
경기,단국대학교(죽전),학생부종합,국제경영학과,,,,
경기,단국대학교(죽전),학생부종합,모바일시스템공학과,,,,
경기,단국대학교(죽전),학생부종합,건축학전공(5년제),26.0,3.31,24.0,
경기,단국대학교(죽전),학생부교과,국어국문학과,13.5,2.32,8.0,2.47
경기,단국대학교(죽전),학생부교과,사학과,5.5,2.15,12.2,2.38
경기,단국대학교(죽전),학생부교과,철학과,11.0,2.5,13.0,
경기,단국대학교(죽전),학생부교과,영미인문학과,10.75,2.32,13.4,2.48
경기,단국대학교(죽전),학생부교과,사회계열광역,,,,
경기,단국대학교(죽전),학생부교과,전자전기공학과,6.24,2.39,9.82,2.44
경기,단국대학교(죽전),학생부교과,융합반도체공학과,6.33,2.57,8.58,2.54
경기,단국대학교(죽전),학생부교과,고분자공학전공,7.17,2.33,8.67,2.54
경기,단국대학교(죽전),학생부교과,융합소재공학전공,6.88,2.57,7.56,2.64
경기,단국대학교(죽전),학생부교과,인프라건설공학과,17.58,2.58,12.33,2.95
경기,단국대학교(죽전),학생부교과,기계공학과,14.3,2.37,9.8,2.65
경기,단국대학교(죽전),학생부교과,화학공학과,4.81,2.42,14.25,2.23
경기,단국대학교(죽전),학생부교과,건축공학전공,6.57,2.72,9.86,2.53
경기,단국대학교(죽전),학생부교과,소프트웨어학과,6.42,2.26,5.75,2.37
경기,단국대학교(죽전),학생부교과,컴퓨터공학과,7.0,2.26,11.33,2.37
경기,단국대학교(죽전),학생부교과,통계데이터사이언스학과,7.8,2.35,10.2,2.58
경기,단국대학교(죽전),학생부교과,사이버보안학과,8.75,2.5,18.0,2.55
경기,단국대학교(죽전),학생부교과,인공지능학과,,,,
경기,단국대학교(죽전),학생부교과,국제경영학과,,,,
경기,단국대학교(죽전),학생부교과,모바일시스템공학과,,,,
경기,단국대학교(죽전),학생부교과,건축학전공(5년제),14.43,2.3,7.43,2.81
경기,단국대학교(죽전),학생부교과,한문교육과,10.5,2.51,23.0,2.75
경기,단국대학교(죽전),학생부교과,특수교육과,4.33,3.07,7.83,2.4
경기,단국대학교(죽전),학생부교과,수학교육과,5.25,1.82,15.25,1.9
경기,단국대학교(죽전),학생부교과,과학교육과,3.71,2.19,5.14,2.21
경기,단국대학교(죽전),학생부교과,체육교육과,,,,
경기,단국대학교(죽전),논술,국어국문학과,,,,
경기,단국대학교(죽전),논술,사학과,,,,
경기,단국대학교(죽전),논술,철학과,,,,
경기,단국대학교(죽전),논술,영미인문학과,,,,
경기,단국대학교(죽전),논술,법학과,,,,
경기,단국대학교(죽전),논술,정치외교학과,,,,
경기,단국대학교(죽전),논술,행정학과,,,,
경기,단국대학교(죽전),논술,도시계획·부동산학부,,,,
경기,단국대학교(죽전),논술,미디어커뮤니케이션학부,,,,
경기,단국대학교(죽전),논술,상담학과,,,,
경기,단국대학교(죽전),논술,경제학과,,,,
경기,단국대학교(죽전),논술,무역학과,,,,
경기,단국대학교(죽전),논술,경영학부,,,,
경기,단국대학교(죽전),논술,공학계열광역역,,,,
경기,단국대학교(죽전),논술,소프트웨어학과,,,,
경기,단국대학교(죽전),논술,컴퓨터공학과,,,,
경기,단국대학교(죽전),논술,통계데이터사이언스학과,,,,
경기,단국대학교(죽전),논술,사이버보안학과,,,,
경기,단국대학교(죽전),논술,인공지능학과,,,,
경기,단국대학교(죽전),논술,건축학전공(5년제),,,,
경기,단국대학교(죽전),논술,한문교육과,,,,
경기,단국대학교(죽전),논술,특수교육과,,,,
경기,단국대학교(죽전),논술,수학교육과,,,,
경기,단국대학교(죽전),논술,과학교육과,,,,
경기,단국대학교(죽전),실기/실적,영화전공(이론.연출.스탭),,,,
경기,단국대학교(죽전),실기/실적,연극전공(연출),,,,
경기,단국대학교(죽전),실기/실적,연극전공(연기),,,,
경기,단국대학교(죽전),실기/실적,뮤지컬전공(연기),,,,
경기,단국대학교(죽전),실기/실적,도예과,,,,
경기,단국대학교(죽전),실기/실적,커뮤니케이션디자인전공,,,,
경기,단국대학교(죽전),실기/실적,패션산업디자인전공,,,,
경기,단국대학교(죽전),실기/실적,무용과(한국무용),,,,
경기,단국대학교(죽전),실기/실적,무용과(발레),,,,
경기,단국대학교(죽전),실기/실적,무용과(현대무용),,,,
경기,단국대학교(죽전),실기/실적,피아노전공,,,,
경기,단국대학교(죽전),실기/실적,관현악전공(바이올린),,,,
경기,단국대학교(죽전),실기/실적,관현악전공(비올라),,,,
경기,단국대학교(죽전),실기/실적,관현악전공(첼로),,,,
경기,단국대학교(죽전),실기/실적,관현악전공(더블베이스),,,,
경기,단국대학교(죽전),실기/실적,관현악전공(플루트),,,,
경기,단국대학교(죽전),실기/실적,관현악전공(오보에),,,,
경기,단국대학교(죽전),실기/실적,관현악전공(클라리넷),,,,
경기,단국대학교(죽전),실기/실적,관현악전공(바순),,,,
경기,단국대학교(죽전),실기/실적,관현악전공(호른),,,,
경기,단국대학교(죽전),실기/실적,관현악전공(트럼펫),,,,
경기,단국대학교(죽전),실기/실적,관현악전공(테너트럼본),,,,
경기,단국대학교(죽전),실기/실적,관현악전공(베이스트럼본),,,,
경기,단국대학교(죽전),실기/실적,관현악전공(튜바),,,,
경기,단국대학교(죽전),실기/실적,관현악전공(타악기),,,,
경기,단국대학교(죽전),실기/실적,성악전공(남자),,,,
경기,단국대학교(죽전),실기/실적,성악전공(여자),,,,
