지역,대학명,전형유형,모집단위,2025 입시결과 경쟁,2025 입시결과 70%,2024 입시결과 경쟁,2024 입시결과 70%
강원,강원대학교(강릉),학생부교과,해양융합과학과,,,,
강원,강원대학교(강릉),학생부교과,수산생명의학과,,,,
강원,강원대학교(강릉),학생부교과,식물생명과학과,,,,
강원,강원대학교(강릉),학생부교과,환경조경학과,,,,
강원,강원대학교(강릉),학생부교과,식품영양학과,,,,
강원,강원대학교(강릉),학생부교과,전자·반도체공학부[전자공학전공/반도체공학전공],,,,
강원,강원대학교(강릉),학생부교과,신소재·생명화학공학부[세라믹신소재공학전공/신소재금속공학전공/생명화학공학전공],,,,
강원,강원대학교(강릉),학생부교과,건설환경공학부[토목환경공학전공/스마트건설전공],,,,
강원,강원대학교(강릉),학생부교과,치위생학과,,,,
강원,강원대학교(원주),학생부교과,사회복지학과,,,,
강원,강원대학교(원주),학생부교과,다문화학과,,,,
강원,강원대학교(원주),학생부교과,AI콘텐츠공학과,,,,
강원,강원대학교(원주),학생부교과,전기공학과,,,,
강원,강원대학교(원주),학생부교과,정보통,,,,
강원,강원대학교(원주),학생부교과,산업경영공학과,,,,
강원,강원대학교(원주),학생부교과,컴퓨터공학과,,,,
강원,강원대학교(원주),학생부교과,기계융합공학부,,,,
강원,강원대학교(강릉),학생부교과,경영학과,,,,
강원,강원대학교(강릉),학생부교과,회계학과,,,,
강원,강원대학교(강릉),학생부교과,관광경영학과,,,,
강원,강원대학교(강릉),학생부교과,경제학과,,,,
강원,강원대학교(강릉),학생부교과,무역학과,,,,
강원,강원대학교(강릉),학생부교과,국제통상학과,,,,
강원,강원대학교(강릉),학생부교과,식품영양학과,,,,
강원,강원대학교(강릉),학생부교과,환경조경학과,,,,
강원,강원대학교(강릉),학생부교과,전자·반도체공학부[전자공학전공/반도체공학전공],,,,
강원,강원대학교(강릉),학생부교과,건설환경공학부[토목환경공학전공/스마트건설전공],,,,
강원,강원대학교(원주),학생부교과,AI콘텐츠공학과,,,,
강원,강원대학교(원주),학생부교과,전기공학과,,,,
강원,강원대학교(원주),학생부교과,정보통,,,,
강원,강원대학교(원주),학생부교과,산업경영공학과,,,,
강원,강원대학교(원주),학생부교과,컴퓨터공학과,,,,
강원,강원대학교(원주),학생부교과,기계융합공학부,,,,
강원,강원대학교(강릉),학생부교과,국어국문학과,,,,
강원,강원대학교(강릉),학생부교과,영어영문학과,,,,
강원,강원대학교(강릉),학생부교과,중어중문학과,,,,
강원,강원대학교(강릉),학생부교과,일본학과,,,,
강원,강원대학교(강릉),학생부교과,철학과,,,,
강원,강원대학교(강릉),학생부교과,사학과,,,,
강원,강원대학교(강릉),학생부교과,경영학과,,,,
강원,강원대학교(강릉),학생부교과,회계학과,,,,
강원,강원대학교(강릉),학생부교과,관광경영학과,,,,
강원,강원대학교(강릉),학생부교과,경제학과,,,,
강원,강원대학교(강릉),학생부교과,무역학과,,,,
강원,강원대학교(강릉),학생부교과,국제통상학과,,,,
강원,강원대학교(강릉),학생부교과,도시계획·부동산학과,,,,
강원,강원대학교(강릉),학생부교과,법률정책학과,,,,
강원,강원대학교(강릉),학생부교과,자치행정학과,,,,
강원,강원대학교(강릉),학생부교과,수학물리학부[수학전공/물리·에너지전공],,,,
강원,강원대학교(강릉),학생부교과,데이터사이언스학과,,,,
강원,강원대학교(강릉),학생부교과,대기환경과학과,,,,
강원,강원대학교(강릉),학생부교과,화학신소재학과,,,,
강원,강원대학교(강릉),학생부교과,생명과학과,,,,
강원,강원대학교(강릉),학생부교과,식품영양학과,,,,
강원,강원대학교(강릉),학생부교과,해양융합과학과,,,,
강원,강원대학교(강릉),학생부교과,수산생명의학과,,,,
강원,강원대학교(강릉),학생부교과,식물생명과학과,,,,
강원,강원대학교(강릉),학생부교과,환경조경학과,,,,
강원,강원대학교(강릉),학생부교과,전자·반도체공학부[전자공학전공/반도체공학전공],,,,
강원,강원대학교(강릉),학생부교과,신소재·생명화학공학부[세라믹신소재공학전공/신소재금속공학전공/생명화학공학전공],,,,
강원,강원대학교(강릉),학생부교과,건설환경공학부,,,,
강원,강원대학교(원주),학생부교과,간호학과,,,,
강원,강원대학교(원주),학생부교과,AI콘텐츠공학과,,,,
강원,강원대학교(원주),학생부교과,전기공학과,,,,
강원,강원대학교(원주),학생부교과,정보통신공학과,,,,
강원,강원대학교(원주),학생부교과,산업경영공학과,,,,
강원,강원대학교(원주),학생부교과,컴퓨터공학과,,,,
강원,강원대학교(원주),학생부교과,기계융합공학부,,,,
강원,강원대학교(강릉),학생부교과,국어국문학과,,,,
강원,강원대학교(강릉),학생부교과,영어영문학과,,,,
강원,강원대학교(강릉),학생부교과,중어중문학과,,,,
강원,강원대학교(강릉),학생부교과,일본학과,,,,
강원,강원대학교(강릉),학생부교과,철학과,,,,
강원,강원대학교(강릉),학생부교과,사학과,,,,
강원,강원대학교(강릉),학생부교과,경영학과,,,,
강원,강원대학교(강릉),학생부교과,회계학과,,,,
강원,강원대학교(강릉),학생부교과,관광경영학과,,,,
강원,강원대학교(강릉),학생부교과,경제학과,,,,
강원,강원대학교(강릉),학생부교과,무역학과,,,,
강원,강원대학교(강릉),학생부교과,국제통상학과,,,,
강원,강원대학교(강릉),학생부교과,도시계획·부동산학과,,,,
강원,강원대학교(강릉),학생부교과,법률정책학과,,,,
강원,강원대학교(강릉),학생부교과,자치행정학과,,,,
강원,강원대학교(강릉),학생부교과,수학물리학부[수학전공/물리·에너지전공],,,,
강원,강원대학교(강릉),학생부교과,데이터사이언스학과,,,,
강원,강원대학교(강릉),학생부교과,대기환경과학과,,,,
강원,강원대학교(강릉),학생부교과,화학신소재학과,,,,
강원,강원대학교(강릉),학생부교과,생명과학과,,,,
강원,강원대학교(강릉),학생부교과,식품영양학과,,,,
강원,강원대학교(강릉),학생부교과,해양융합과학과,,,,
강원,강원대학교(강릉),학생부교과,수산생명의학과,,,,
강원,강원대학교(강릉),학생부교과,식물생명과학과,,,,
강원,강원대학교(강릉),학생부교과,환경조경학과,,,,
강원,강원대학교(강릉),학생부교과,전자·반도체공학부[전자공학전공/반도체공학전공],,,,
강원,강원대학교(강릉),학생부교과,신소재·생명화학공학부[세라믹신소재공학전공/신소재금속공학전공/생명화학공학전공],,,,
강원,강원대학교(강릉),학생부교과,건설환경공학부[토목환경공학전공/스마트건설전공],,,,
강원,강원대학교(원주),학생부교과,사회복지학과,,,,
강원,강원대학교(원주),학생부교과,다문화학과,,,,
강원,강원대학교(원주),학생부교과,AI콘텐츠공학과,,,,
강원,강원대학교(원주),학생부교과,전기공학과,,,,
강원,강원대학교(원주),학생부교과,정보통신공학과,,,,
강원,강원대학교(원주),학생부교과,산업경영공학과,,,,
강원,강원대학교(원주),학생부교과,컴퓨터공학과,,,,
강원,강원대학교(원주),학생부교과,기계융합공학부,,,,
강원,강원대학교(강릉),실기/실적,조형예술·디자인학과,,,,
강원,강원대학교(강릉),실기/실적,체육학과,,,,
강원,강원대학교(강릉),실기/실적,음악학과,,,,
강원,강원대학교(강릉),실기/실적,체육학과,,,,
서울,연세대학교,학생부교과,국어국문학과,4.38,1.54,4.44,1.42
서울,연세대학교,학생부교과,중어중문학과,8.33,1.64,5.67,1.81
서울,연세대학교,학생부교과,영어영문학과,5.38,1.54,5.57,1.5
서울,연세대학교,학생부교과,독어독문학과,8.2,1.43,8.67,1.59
서울,연세대학교,학생부교과,불어불문학과,11.17,1.53,6.67,1.9
서울,연세대학교,학생부교과,노어노문학과,9.8,1.76,7.17,1.93
서울,연세대학교,학생부교과,사학과,6.25,1.56,7.67,1.53
서울,연세대학교,학생부교과,철학과,7.17,1.51,5.86,1.65
서울,연세대학교,학생부교과,문헌정보학과,4.8,1.66,5.83,1.38
서울,연세대학교,학생부교과,심리학과,4.43,1.47,4.0,1.38
서울,연세대학교,학생부교과,경제학부,3.9,1.42,3.59,1.44
서울,연세대학교,학생부교과,응용통계학과,5.1,1.69,3.55,1.5
서울,연세대학교,학생부교과,경영학과,4.3,1.44,4.42,1.45
서울,연세대학교,학생부교과,수학과,6.17,1.48,4.57,1.51
서울,연세대학교,학생부교과,물리학과,5.6,1.44,7.0,1.4
서울,연세대학교,학생부교과,화학과,5.71,1.46,6.78,1.52
서울,연세대학교,학생부교과,지구시스템과학과,10.8,1.46,5.67,1.65
서울,연세대학교,학생부교과,천문우주학과,7.0,1.52,4.8,1.65
서울,연세대학교,학생부교과,대기과학과,6.0,1.65,10.2,1.65
서울,연세대학교,학생부교과,화공생명공학부,6.57,1.39,6.19,1.5
서울,연세대학교,학생부교과,전기전자공학부,5.24,1.45,5.42,1.49
서울,연세대학교,학생부교과,건축공학과,7.42,1.59,4.93,1.71
서울,연세대학교,학생부교과,도시공학과,7.17,1.66,4.43,1.81
서울,연세대학교,학생부교과,사회환경시스템공학부,10.17,1.62,7.93,1.58
서울,연세대학교,학생부교과,기계공학부,5.89,1.56,4.43,1.54
서울,연세대학교,학생부교과,신소재공학부,6.38,1.41,6.53,1.53
서울,연세대학교,학생부교과,산업공학과,8.17,1.41,7.29,1.7
서울,연세대학교,학생부교과,시스템반도체공학과,6.9,1.47,,
서울,연세대학교,학생부교과,디스플레이융합공학과,8.0,1.75,,
서울,연세대학교,학생부교과,시스템생물학과,9.0,1.51,13.5,1.46
서울,연세대학교,학생부교과,생화학과,6.0,1.35,13.5,1.33
서울,연세대학교,학생부교과,생명공학과,5.89,1.42,6.6,1.46
서울,연세대학교,학생부교과,첨단컴퓨팅학부,4.45,1.31,6.38,1.22
서울,연세대학교,학생부교과,IT융합공학전공,7.75,1.53,,
서울,연세대학교,학생부교과,지능형반도체전공,5.6,1.71,,
서울,연세대학교,학생부교과,모빌리티시스템전공,,,,
서울,연세대학교,학생부교과,신학과,7.13,1.83,8.11,1.88
서울,연세대학교,학생부교과,정치외교학과,4.21,1.36,3.67,1.34
서울,연세대학교,학생부교과,행정학과,5.38,1.45,4.07,1.39
서울,연세대학교,학생부교과,사회복지학과,4.2,2.33,4.0,1.28
서울,연세대학교,학생부교과,사회학과,5.0,1.3,3.57,1.32
서울,연세대학교,학생부교과,문화인류학과,11.0,,11.5,1.37
서울,연세대학교,학생부교과,언론홍보영상학부,4.43,1.33,4.25,1.3
서울,연세대학교,학생부교과,의류환경학과,6.0,1.38,3.75,1.45
서울,연세대학교,학생부교과,식품영양학과,17.75,1.5,11.25,1.97
서울,연세대학교,학생부교과,실내건축학과,6.5,1.47,7.25,1.55
서울,연세대학교,학생부교과,아동·가족학과,,,5.0,1.48
서울,연세대학교,학생부교과,통합디자인학과,5.75,1.48,,
서울,연세대학교,학생부교과,교육학부,5.0,1.37,3.8,1.34
서울,연세대학교,학생부교과,의예과,6.5,1.03,7.59,1.04
서울,연세대학교,학생부교과,치의예과,6.3,1.11,7.17,1.14
서울,연세대학교,학생부교과,간호학과,5.9,1.63,6.6,1.7
서울,연세대학교,학생부교과,약학과,7.17,1.18,9.17,1.16
서울,연세대학교,학생부교과,# 진리자유학부(인문),,,,
서울,연세대학교,학생부교과,# 진리자유학부(자연),,,,
서울,연세대학교,학생부종합,국어국문학과,8.5,2.83,9.0,1.81
서울,연세대학교,학생부종합,중어중문학과,9.8,2.2,7.0,2.15
서울,연세대학교,학생부종합,영어영문학과,8.42,1.78,6.83,1.81
서울,연세대학교,학생부종합,독어독문학과,9.2,,9.0,
서울,연세대학교,학생부종합,불어불문학과,9.0,2.64,8.6,2.34
서울,연세대학교,학생부종합,노어노문학과,9.6,1.86,7.6,2.66
서울,연세대학교,학생부종합,사학과,14.88,3.22,10.57,3.0
서울,연세대학교,학생부종합,철학과,26.67,2.16,11.0,3.38
서울,연세대학교,학생부종합,문헌정보학과,10.6,1.78,7.0,2.22
서울,연세대학교,학생부종합,심리학과,14.5,1.66,11.17,2.2
서울,연세대학교,학생부종합,경제학부,7.47,2.15,7.86,1.89
서울,연세대학교,학생부종합,응용통계학과,18.4,2.65,10.67,2.89
서울,연세대학교,학생부종합,경영학과,8.29,1.92,9.34,1.94
서울,연세대학교,학생부종합,수학과,14.17,2.14,11.33,1.6
서울,연세대학교,학생부종합,물리학과,12.67,1.57,10.6,1.65
서울,연세대학교,학생부종합,화학과,13.13,1.8,10.14,1.77
서울,연세대학교,학생부종합,지구시스템과학과,11.6,2.41,7.6,2.15
서울,연세대학교,학생부종합,천문우주학과,14.6,1.78,12.75,1.89
서울,연세대학교,학생부종합,대기과학과,14.4,1.91,7.25,1.88
서울,연세대학교,학생부종합,화공생명공학부,14.07,1.74,10.0,1.62
서울,연세대학교,학생부종합,전기전자공학부,9.97,1.67,9.18,1.75
서울,연세대학교,학생부종합,건축공학과,10.38,2.57,7.45,2.36
서울,연세대학교,학생부종합,도시공학과,12.67,2.25,7.8,2.37
서울,연세대학교,학생부종합,사회환경시스템공학부,14.54,1.99,8.55,2.66
서울,연세대학교,학생부종합,기계공학부,11.86,2.22,10.0,1.92
서울,연세대학교,학생부종합,신소재공학부,13.06,1.97,9.13,1.92
서울,연세대학교,학생부종합,산업공학과,11.0,1.72,8.67,1.4
서울,연세대학교,학생부종합,시스템반도체공학과,7.11,2.17,8.3,1.53
서울,연세대학교,학생부종합,디스플레이융합공학과,10.5,2.48,5.55,2.65
서울,연세대학교,학생부종합,생명과학부,,,,
서울,연세대학교,학생부종합,시스템생물학과,27.6,1.44,23.25,1.74
서울,연세대학교,학생부종합,생화학과,16.8,1.57,12.5,1.66
서울,연세대학교,학생부종합,생명공학과,21.33,1.59,25.13,1.61
서울,연세대학교,학생부종합,첨단컴퓨팅학부,13.91,1.36,13.6,1.56
서울,연세대학교,학생부종합,IT융합공학전공,15.57,1.87,7.6,2.05
서울,연세대학교,학생부종합,지능형반도체전공,14.15,1.69,8.17,1.79
서울,연세대학교,학생부종합,모빌리티시스템전공,,,,
서울,연세대학교,학생부종합,신학과,14.63,3.75,8.25,3.34
서울,연세대학교,학생부종합,정치외교학과,9.13,1.9,12.69,1.46
서울,연세대학교,학생부종합,행정학과,13.57,1.67,8.77,2.34
서울,연세대학교,학생부종합,사회복지학과,11.4,,7.0,
서울,연세대학교,학생부종합,사회학과,11.57,1.75,14.0,
서울,연세대학교,학생부종합,문화인류학과,11.67,,12.5,
서울,연세대학교,학생부종합,언론홍보영상학부,8.13,1.62,10.29,1.49
서울,연세대학교,학생부종합,의류환경학과,9.4,2,6.67,1.99
서울,연세대학교,학생부종합,식품영양학과,15.6,1.86,8.25,1.92
서울,연세대학교,학생부종합,실내건축학과,15.75,2.02,7.8,3.44
서울,연세대학교,학생부종합,아동·가족학과,,,5.64,1.84
서울,연세대학교,학생부종합,통합디자인학과,13.45,1.99,,
서울,연세대학교,학생부종합,교육학부,11.22,1.67,10.11,1.58
서울,연세대학교,학생부종합,의예과,11.33,1.18,12.0,1.12
서울,연세대학교,학생부종합,치의예과,17.25,1.49,16.17,1.71
서울,연세대학교,학생부종합,간호학과,7.58,1.93,4.88,2.08
서울,연세대학교,학생부종합,약학과,15.83,,12.17,1.52
서울,연세대학교,학생부종합,# 진리자유학부(인문),,,,
서울,연세대학교,학생부종합,# 진리자유학부(자연),,,,
서울,연세대학교,학생부종합,아시아학전공,10.6,3.23,9.2,3.17
서울,연세대학교,학생부종합,# 융합인문사회과학부(HASS),11.95,2.43,8.72,2.94
서울,연세대학교,학생부종합,# 융합과학공학부(ISE),19.96,1.82,11.24,2.04
서울,연세대학교,학생부종합,국어국문학과,7.0,,12.0,
서울,연세대학교,학생부종합,중어중문학과,7.5,,7.0,
서울,연세대학교,학생부종합,영어영문학과,6.4,1.85,7.5,
서울,연세대학교,학생부종합,독어독문학과,5.5,,6.0,
서울,연세대학교,학생부종합,불어불문학과,10.0,,5.0,
서울,연세대학교,학생부종합,노어노문학과,7.0,,9.0,
서울,연세대학교,학생부종합,사학과,8.67,,6.0,
서울,연세대학교,학생부종합,철학과,11.5,,6.0,
서울,연세대학교,학생부종합,문헌정보학과,7.5,,8.0,
서울,연세대학교,학생부종합,심리학과,7.0,,8.0,
서울,연세대학교,학생부종합,경제학부,5.64,2.02,5.6,1.5
서울,연세대학교,학생부종합,응용통계학과,5.75,1.88,5.0,
서울,연세대학교,학생부종합,경영학과,6.78,1.55,7.75,1.75
서울,연세대학교,학생부종합,수학과,6.5,,7.0,
서울,연세대학교,학생부종합,물리학과,6.5,,9.0,
서울,연세대학교,학생부종합,화학과,6.67,,11.0,
서울,연세대학교,학생부종합,지구시스템과학과,7.0,,6.0,
서울,연세대학교,학생부종합,천문우주학과,8.5,,7.0,
서울,연세대학교,학생부종합,대기과학과,6.0,,5.0,
서울,연세대학교,학생부종합,화공생명공학부,7.67,1.63,6.67,
서울,연세대학교,학생부종합,전기전자공학부,5.92,1.76,7.33,1.73
서울,연세대학교,학생부종합,건축공학과,6.4,1.73,5.5,
서울,연세대학교,학생부종합,도시공학과,7.0,,4.0,
서울,연세대학교,학생부종합,사회환경시스템공학부,7.0,2.19,6.0,
서울,연세대학교,학생부종합,기계공학부,6.75,1.76,4.75,1.87
서울,연세대학교,학생부종합,신소재공학부,6.71,1.75,7.67,
서울,연세대학교,학생부종합,산업공학과,8.5,,8.0,
서울,연세대학교,학생부종합,시스템반도체공학과,5.8,1.69,,
서울,연세대학교,학생부종합,시스템생물학과,13.0,,13.0,
서울,연세대학교,학생부종합,생화학과,12.0,,8.0,
서울,연세대학교,학생부종합,생명공학과,11.5,1.44,13.0,
서울,연세대학교,학생부종합,첨단컴퓨팅학부,9.75,,12.5,
서울,연세대학교,학생부종합,지능형반도체전공,10.25,,,
서울,연세대학교,학생부종합,모빌리티시스템전공,,,,
서울,연세대학교,학생부종합,신학과,10.0,,11.0,
서울,연세대학교,학생부종합,정치외교학과,6.5,1.39,12.0,
서울,연세대학교,학생부종합,행정학과,6.0,1.88,7.0,
서울,연세대학교,학생부종합,사회복지학과,6.5,,10.0,
서울,연세대학교,학생부종합,사회학과,7.67,,7.0,
서울,연세대학교,학생부종합,문화인류학과,12.0,,,
서울,연세대학교,학생부종합,언론홍보영상학부,9.67,,8.0,
서울,연세대학교,학생부종합,의류환경학과,8.5,,,
서울,연세대학교,학생부종합,식품영양학과,9.0,,,
서울,연세대학교,학생부종합,실내건축학과,8.0,,,
서울,연세대학교,학생부종합,아동·가족학과,,,6.0,
서울,연세대학교,학생부종합,통합디자인학과,7.5,,,
서울,연세대학교,학생부종합,교육학부,12.5,1.2,7.0,
서울,연세대학교,학생부종합,의예과,24.33,,20.5,
서울,연세대학교,학생부종합,치의예과,15.0,,14.0,
서울,연세대학교,학생부종합,간호학과,12.33,,7.0,
서울,연세대학교,학생부종합,약학과,13.0,,11.0,
서울,연세대학교,논술,국어국문학과,,,,
서울,연세대학교,논술,중어중문학과,,,,
서울,연세대학교,논술,영어영문학과,,,,
서울,연세대학교,논술,독어독문학과,,,,
서울,연세대학교,논술,불어불문학과,,,,
서울,연세대학교,논술,노어노문학과,,,,
서울,연세대학교,논술,사학과,,,,
서울,연세대학교,논술,철학과,,,,
서울,연세대학교,논술,문헌정보학과,,,,
서울,연세대학교,논술,심리학과,,,,
서울,연세대학교,논술,경제학부,,,,
서울,연세대학교,논술,응용통계학과,,,,
서울,연세대학교,논술,경영학과,,,,
서울,연세대학교,논술,수학과,,,,
서울,연세대학교,논술,물리학과,,,,
서울,연세대학교,논술,화학과,,,,
서울,연세대학교,논술,지구시스템과학과,,,,
서울,연세대학교,논술,천문우주학과,,,,
서울,연세대학교,논술,대기과학과,,,,
서울,연세대학교,논술,화공생명공학부,,,,
서울,연세대학교,논술,전기전자공학부,,,,
서울,연세대학교,논술,건축공학과,,,,
서울,연세대학교,논술,도시공학과,,,,
서울,연세대학교,논술,사회환경시스템공학부,,,,
서울,연세대학교,논술,기계공학부,,,,
서울,연세대학교,논술,신소재공학부,,,,
서울,연세대학교,논술,산업공학과,,,,
서울,연세대학교,논술,시스템반도체공학과,,,,
서울,연세대학교,논술,디스플레이융합공학과,,,,
서울,연세대학교,논술,시스템생물학과,,,,
서울,연세대학교,논술,생화학과,,,,
서울,연세대학교,논술,생명공학과,,,,
서울,연세대학교,논술,첨단컴퓨팅학부,,,,
서울,연세대학교,논술,IT융합공학전공,,,,
서울,연세대학교,논술,지능형반도체전공,,,,
서울,연세대학교,논술,모빌리티시스템전공,,,,
서울,연세대학교,논술,정치외교학과,,,,
서울,연세대학교,논술,행정학과,,,,
서울,연세대학교,논술,사회학과,,,,
서울,연세대학교,논술,언론홍보영상학부,,,,
서울,연세대학교,논술,교육학부,,,,
서울,연세대학교,논술,치의예과,,,,
서울,연세대학교,논술,약학과,,,,
서울,연세대학교,논술,# 진리자유학부(인문),,,,
서울,연세대학교,논술,# 진리자유학부(자연),,,,
서울,연세대학교,실기/실적,언더우드학부(인문·사회),,,,
서울,연세대학교,실기/실적,언더우드학부(생명과학공학),,,,
서울,연세대학교,실기/실적,체육교육학과,,,,
서울,연세대학교,실기/실적,스포츠응용산업학과,,,,
서울,연세대학교,학생부종합,# 인문계열,9.75,,,
서울,연세대학교,학생부종합,# 자연계열,10.14,,,
서울,연세대학교,학생부종합,# 통합계열,,,,
강원,연세대학교(미래),학생부교과,# 자율융합계열,,,,
강원,연세대학교(미래),학생부교과,AI반도체학부,,,,
강원,연세대학교(미래),학생부교과,데이터사이언스학부,,,,
강원,연세대학교(미래),학생부교과,소프트웨어학부,,,,
강원,연세대학교(미래),학생부교과,디지털헬스케어학부,,,,
강원,연세대학교(미래),학생부교과,임상병리학과,,,,
강원,연세대학교(미래),학생부교과,물리치료학과,,,,
강원,연세대학교(미래),학생부교과,작업치료학과,,,,
강원,연세대학교(미래),학생부교과,방사선학과,,,,
강원,연세대학교(미래),학생부교과,치위생학과,,,,
강원,연세대학교(미래),학생부교과,AI보건정보관리학과,,,,
강원,연세대학교(미래),학생부교과,의예과,,,,
강원,연세대학교(미래),학생부교과,간호학과,,,,
강원,연세대학교(미래),학생부교과,# 자율융합계열,2.95,4.68,6.91,4.02
강원,연세대학교(미래),학생부교과,AI반도체학부,3.88,4.96,,
강원,연세대학교(미래),학생부교과,데이터사이언스학부,10.08,4.59,5.63,4.75
강원,연세대학교(미래),학생부교과,소프트웨어학부,2.88,4.74,7.33,3.7
강원,연세대학교(미래),학생부교과,디지털헬스케어학부,3.73,4.56,10.0,3.93
강원,연세대학교(미래),학생부교과,임상병리학과,5.0,2.29,8.7,2.35
강원,연세대학교(미래),학생부교과,물리치료학과,7.3,2.66,10.83,2.48
강원,연세대학교(미래),학생부교과,작업치료학과,3.5,3.4,9.17,3.27
강원,연세대학교(미래),학생부교과,방사선학과,5.36,2.61,10.4,2.66
강원,연세대학교(미래),학생부교과,치위생학과,3.92,3.42,11.2,3.28
강원,연세대학교(미래),학생부교과,AI보건정보관리학과,3.67,4.7,,
강원,연세대학교(미래),학생부교과,의예과,23.95,1.31,25.0,1.3
강원,연세대학교(미래),학생부교과,간호학과,7.8,2.27,9.71,2.43
강원,연세대학교(미래),학생부종합,# 자율융합계열,4.45,4.85,3.69,4.74
강원,연세대학교(미래),학생부종합,AI반도체학부,4.5,4.42,,
강원,연세대학교(미래),학생부종합,데이터사이언스학부,4.27,4.7,3.63,4.45
강원,연세대학교(미래),학생부종합,소프트웨어학부,4.47,4.58,3.95,4.41
강원,연세대학교(미래),학생부종합,디지털헬스케어학부,5.07,4.78,4.11,5.11
강원,연세대학교(미래),학생부종합,디자인예술학부,6.55,4.24,7.93,4.0
강원,연세대학교(미래),학생부종합,임상병리학과,8.7,2.64,6.3,2.86
강원,연세대학교(미래),학생부종합,물리치료학과,12.67,2.82,9.33,2.8
강원,연세대학교(미래),학생부종합,작업치료학과,6.83,3.87,4.0,3.65
강원,연세대학교(미래),학생부종합,방사선학과,13.0,3.47,7.2,3.41
강원,연세대학교(미래),학생부종합,치위생학과,5.67,3.92,4.33,3.62
강원,연세대학교(미래),학생부종합,AI보건정보관리학과,4.0,4.36,,
강원,연세대학교(미래),학생부종합,의예과,27.6,1.5,12.33,1.47
강원,연세대학교(미래),학생부종합,간호학과,10.71,2.45,6.57,2.64
강원,연세대학교(미래),학생부종합,# 자율융합계열,,,3.32,4.42
강원,연세대학교(미래),학생부종합,AI반도체학부,,,,
강원,연세대학교(미래),학생부종합,소프트웨어학부,,,3.67,
강원,연세대학교(미래),학생부종합,디지털헬스케어학부,,,3.0,
강원,연세대학교(미래),학생부종합,임상병리학과,,,5.67,
강원,연세대학교(미래),학생부종합,물리치료학과,,,5.0,
강원,연세대학교(미래),학생부종합,작업치료학과,,,2.33,
강원,연세대학교(미래),학생부종합,방사선학과,,,3.0,
강원,연세대학교(미래),학생부종합,치위생학과,,,,
강원,연세대학교(미래),학생부종합,AI보건정보관리학과,,,,
강원,연세대학교(미래),학생부종합,의예과,,,11.0,4.16
강원,연세대학교(미래),학생부종합,간호학과,,,3.0,2.58
강원,연세대학교(미래),학생부종합,의예과,2.0,2.62,1.0,
강원,연세대학교(미래),학생부종합,간호학과,3.0,3.2,2.0,
강원,연세대학교(미래),학생부종합,# 자율융합계열,,,,
강원,연세대학교(미래),학생부종합,AI반도체학부,,,,
강원,연세대학교(미래),학생부종합,소프트웨어학부,,,,
강원,연세대학교(미래),학생부종합,디지털헬스케어학부,,,,
강원,연세대학교(미래),학생부종합,디자인예술학부,,,,
강원,연세대학교(미래),학생부종합,임상병리학과,,,,
강원,연세대학교(미래),학생부종합,물리치료학과,,,,
강원,연세대학교(미래),학생부종합,작업치료학과,,,,
강원,연세대학교(미래),학생부종합,방사선학과,,,,
강원,연세대학교(미래),학생부종합,치위생학과,,,,
강원,연세대학교(미래),학생부종합,AI보건정보관리학과,,,,
강원,연세대학교(미래),학생부종합,의예과,,,,
강원,연세대학교(미래),학생부종합,간호학과,,,,
강원,연세대학교(미래),학생부종합,동아시아국제학부,3.09,6.35,,
강원,연세대학교(미래),논술,# 자율융합계열,,,,
강원,연세대학교(미래),논술,간호학과,,,,
강원,연세대학교(미래),논술,# 자율융합계열,,,,
강원,연세대학교(미래),논술,AI반도체학부,,,,
강원,연세대학교(미래),논술,데이터사인언스학부,,,,
강원,연세대학교(미래),논술,소프트웨어학부,,,,
강원,연세대학교(미래),논술,디지털헬스케어학부,,,,
강원,연세대학교(미래),논술,임상병리학과,,,,
강원,연세대학교(미래),논술,물리치료학과,,,,
강원,연세대학교(미래),논술,작업치료학과,,,,
강원,연세대학교(미래),논술,방사선학과,,,,
강원,연세대학교(미래),논술,치위생학과,,,,
강원,연세대학교(미래),논술,AI보건정보관리학과,,,,
강원,연세대학교(미래),논술,의예과,,,,
강원,연세대학교(미래),논술,간호학과,,,,
강원,연세대학교(미래),학생부종합,# 자율융합계열,4.85,4.81,2.31,5.27
강원,연세대학교(미래),학생부종합,AI반도체학부,5.0,7.14,,
강원,연세대학교(미래),학생부종합,소프트웨어학부,5.0,5,4.0,
강원,연세대학교(미래),학생부종합,디지털헬스케어학부,4.0,5.65,1.5,
강원,연세대학교(미래),학생부종합,디자인예술학부,6.5,2.36,4.0,
강원,연세대학교(미래),학생부종합,임상병리학과,9.5,2.56,4.5,
강원,연세대학교(미래),학생부종합,물리치료학과,7.5,3.17,5.0,
강원,연세대학교(미래),학생부종합,작업치료학과,4.5,4.84,2.5,
강원,연세대학교(미래),학생부종합,AI보건정보관리학과,5.0,8.83,,
강원,연세대학교(미래),학생부종합,의예과,42.0,1.7,16.0,
강원,연세대학교(미래),학생부종합,간호학과,10.0,2.64,7.5,
강원,연세대학교(미래),학생부종합,# 자율융합계열,5.06,4.63,3.47,4.48
강원,연세대학교(미래),학생부종합,AI반도체학부,3.0,4.51,,
강원,연세대학교(미래),학생부종합,소프트웨어학부,5.0,4.39,5.5,
강원,연세대학교(미래),학생부종합,디지털헬스케어학부,4.0,5.04,3.5,
